	winner	outcome	loser	duration	matchtype	date	city	state
4	Eugene	def. (pin)	Christian	04:05	6-person tag	Nov 22nd 2004	Buffalo	New York
5	Chris Benoit	def.	Edge	15:34	steel cage	Nov 22nd 2004	Buffalo	New York
0	Tajiri	def. (pin)	Steven Richards	04:02	&nbsp;	Nov 22nd 2004	Buffalo	New York
1	Val Venis	def. (pin)	Nick Synn	04:43	&nbsp;	Nov 22nd 2004	Buffalo	New York
2	Viscera	def. (pin)	A-1	01:56	&nbsp;	Nov 22nd 2004	Buffalo	New York
3	Randy Orton	def. (pin)	Tyson Tomko	04:50	&nbsp;	Nov 22nd 2004	Buffalo	New York
0	Charlie Haas	def. (CO)	Heidenreich	01:19	&nbsp;	Nov 16th 2004	Dayton	Ohio
1	Rey Mysterio	def. (pin)	Kenzo Suzuki	11:41	&nbsp;	Nov 16th 2004	Dayton	Ohio
2	Kurt Angle	def. (sub)	Dean Visk	02:15	&nbsp;	Nov 16th 2004	Dayton	Ohio
3	John Cena	def. (pin)	Carlito	00:24	&nbsp;	Nov 16th 2004	Dayton	Ohio
0	Hardcore Holly	def. (pin)	Spike Dudley	05:07	&nbsp;	Nov 16th 2004	Dayton	Ohio
1	The Big Show	def.	Chad Miller	01:53	handicap tag	Nov 16th 2004	Dayton	Ohio
2	Shannon Moore	def. (pin)	Akio	04:17	&nbsp;	Nov 16th 2004	Dayton	Ohio
3	Luther Reigns	def. (pin)	Nunzio	04:25	&nbsp;	Nov 16th 2004	Dayton	Ohio
0	Eugene	def. (pin)	Rob Conway	13:05	triple-threat tag elimination	Nov 15th 2004	Indianapolis	Indiana
1	Lita	def. (sub)	Molly Holly	02:45	&nbsp;	Nov 15th 2004	Indianapolis	Indiana
2	Randy Orton	def. (pin)	Jonathan Coachman	01:22	&nbsp;	Nov 15th 2004	Indianapolis	Indiana
3	Chris Benoit	def. (sub)	Christian	12:46	&nbsp;	Nov 15th 2004	Indianapolis	Indiana
4	Christy Hemme	def. (pin)	Stacy Keibler	00:55	lingerie pillow fight	Nov 15th 2004	Indianapolis	Indiana
5	Triple H	def. (pin)	Maven	12:15	&nbsp;	Nov 15th 2004	Indianapolis	Indiana
0	Batista	def. (pin)	Val Venis	04:18	&nbsp;	Nov 15th 2004	Indianapolis	Indiana
1	Viscera	def. (pin)	Steven Lee	03:05	&nbsp;	Nov 15th 2004	Indianapolis	Indiana
2	Tyson Tomko	def. (pin)	The Hurricane	04:26	&nbsp;	Nov 15th 2004	Indianapolis	Indiana
3	Chris Jericho	def. (sub)	Steven Richards	07:03	&nbsp;	Nov 15th 2004	Indianapolis	Indiana
0	Rob Conway	def. (pin)	Rosey	04:57	&nbsp;	Nov 14th 2004	Cleveland	Ohio
0	Rob Conway	def. (pin)	Rosey	04:59	dark &nbsp;	Nov 14th 2004	Cleveland	Ohio
1	Spike Dudley	def. (pin)	Billy Kidman	09:03	fatal 4-way	Nov 14th 2004	Cleveland	Ohio
2	Shelton Benjamin	def. (pin)	Christian	13:23	&nbsp;	Nov 14th 2004	Cleveland	Ohio
3	Eddie Guerrero	def. (pin)	Carlito	12:26	"""Survivor Series"""	Nov 14th 2004	Cleveland	Ohio
4	The Undertaker	def. (pin)	Heidenreich	15:58	&nbsp;	Nov 14th 2004	Cleveland	Ohio
5	Trish Stratus	def. (DQ)	Lita	01:24	&nbsp;	Nov 14th 2004	Cleveland	Ohio
6	John Bradshaw Layfield	def. (pin)	Booker T.	14:43	&nbsp;	Nov 14th 2004	Cleveland	Ohio
7	Chris Benoit	def. (pin)	Batista	24:31	"""Survivor Series"""	Nov 14th 2004	Cleveland	Ohio
0	Chavo Guerrero	def. (pin)	Billy Kidman	04:42	&nbsp;	Nov 9th 2004	Corpus Christi	Texas
1	Josh Mathews	def. (pin)	Orlando Jordan	03:46	&nbsp;	Nov 9th 2004	Corpus Christi	Texas
2	Eddie Guerrero	def. (pin)	Luther Reigns	13:56	&nbsp;	Nov 9th 2004	Corpus Christi	Texas
3	The Big Show	def. (DQ)	Kurt Angle	05:30	&nbsp;	Nov 9th 2004	Corpus Christi	Texas
0	Hardcore Holly	def. (pin)	Kenzo Suzuki	05:52	&nbsp;	Nov 9th 2004	Corpus Christi	Texas
1	Danny Basham	def. (pin)	Russell Simpson	05:09	&nbsp;	Nov 9th 2004	Corpus Christi	Texas
2	Booker T.	def. (pin)	Rene Dupree	07:00	&nbsp;	Nov 9th 2004	Corpus Christi	Texas
0	Randy Orton	def. (pin)	Batista	20:00	&nbsp;	Nov 8th 2004	Austin	Texas
1	Shelton Benjamin	def. (pin)	Tyson Tomko	03:20	&nbsp;	Nov 8th 2004	Austin	Texas
2	Chris Benoit	draw (NC)	Edge	17:24	&nbsp;	Nov 8th 2004	Austin	Texas
0	Rosey	def.	Eddie Craven		&nbsp;	Nov 8th 2004	Austin	Texas
1	Rhyno	def.	Jeremy Young		&nbsp;	Nov 8th 2004	Austin	Texas
2	Eugene	def.	Rob Conway		&nbsp;	Nov 8th 2004	Austin	Texas
0	Kurt Angle	def. (pin)	Chris Nawrocki	00:27	&nbsp;	Nov 2nd 2004	St. Louis	Missouri
1	Kurt Angle	def. (pin)	Daniel Puder	00:41	&nbsp;	Nov 2nd 2004	St. Louis	Missouri
2	Booker T.	def. (DQ)	Orlando Jordan	02:27	&nbsp;	Nov 2nd 2004	St. Louis	Missouri
3	Rey Mysterio	def. (pin)	Luther Reigns	15:44	&nbsp;	Nov 2nd 2004	St. Louis	Missouri
4	Booker T.	def. (pin)	John Bradshaw Layfield	07:04	&nbsp;	Nov 2nd 2004	St. Louis	Missouri
0	Chavo Guerrero	def. (pin)	Spike Dudley	06:22	&nbsp;	Nov 2nd 2004	St. Louis	Missouri
1	Billy Kidman	def. (pin)	Rico	05:47	&nbsp;	Nov 2nd 2004	St. Louis	Missouri
2	Eddie Guerrero	def. (pin)	Danny Basham	08:17	&nbsp;	Nov 2nd 2004	St. Louis	Missouri
0	Gene Snitsky	def. (pin)	Eugene		&nbsp;	Nov 1st 2004	Peoria	Illinois
1	Christian	def. (pin)	The Hurricane		&nbsp;	Nov 1st 2004	Peoria	Illinois
2	Rob Conway	def. (pin)	Chris Benoit		&nbsp;	Nov 1st 2004	Peoria	Illinois
3	Shelton Benjamin	def. (pin)	Viscera		&nbsp;	Nov 1st 2004	Peoria	Illinois
4	Chris Jericho	def. (pin)	Batista		handicap tag	Nov 1st 2004	Peoria	Illinois
0	Val Venis	def. (pin)	Rodney Mack	04:51	&nbsp;	Nov 1st 2004	Peoria	Illinois
1	William Regal	def. (pin)	Ken Anderson	04:16	&nbsp;	Nov 1st 2004	Peoria	Illinois
2	Rosey	def. (pin)	Chuck Palumbo		&nbsp;	Nov 1st 2004	Peoria	Illinois
3	Jazz	def. (pin)	Nidia	04:51	&nbsp;	Nov 1st 2004	Peoria	Illinois
0	Chavo Guerrero	def. (pin)	Nunzio	05:49	&nbsp;	Oct 26th 2004	Omaha	Nebraska
1	Rey Mysterio	def. (pin)	Kurt Angle	13:57	&nbsp;	Oct 26th 2004	Omaha	Nebraska
2	Booker T.	def. (pin)	Orlando Jordan	18:51	&nbsp;	Oct 26th 2004	Omaha	Nebraska
0	Carlito	def. (pin)	Shannon Moore	06:29	&nbsp;	Oct 26th 2004	Omaha	Nebraska
1	Luther Reigns	def. (pin)	Mike Mondo	02:53	&nbsp;	Oct 26th 2004	Omaha	Nebraska
2	Hardcore Holly	def. (pin)	Doug Basham	05:49	&nbsp;	Oct 26th 2004	Omaha	Nebraska
3	Val Venis	def. (pin)	Sylvain Grenier	05:48	&nbsp;	Oct 26th 2004	Omaha	Nebraska
4	Rob Van Dam	def. (pin)	Rene Dupree		&nbsp;	Oct 26th 2004	Omaha	Nebraska
0	Shelton Benjamin	def. (pin)	Chris Jericho		&nbsp;	Oct 25th 2004	Des Moines	Iowa
1	Gene Snitsky	def. (pin)	William Regal		&nbsp;	Oct 25th 2004	Des Moines	Iowa
2	Ric Flair	def. (pin)	Randy Orton		&nbsp;	Oct 25th 2004	Des Moines	Iowa
0	Rhyno	def. (pin)	Rodney Mack	05:34	&nbsp;	Oct 25th 2004	Des Moines	Iowa
1	Maven	def. (pin)	Batista		&nbsp;	Oct 25th 2004	Des Moines	Iowa
2	Rob Conway	def. (pin)	Ken Anderson	04:54	&nbsp;	Oct 25th 2004	Des Moines	Iowa
3	Chris Benoit	def. (sub)	Chuck Palumbo	09:07	&nbsp;	Oct 25th 2004	Des Moines	Iowa
0	Shelton Benjamin	def. (pin)	Chris Jericho	10:55	&nbsp;	Oct 19th 2004	Milwaukee	Wisconsin
1	Trish Stratus	def.	Gail Kim	05:30	"""Fulfill Your Fantasy"" Battle Royale"	Oct 19th 2004	Milwaukee	Wisconsin
2	Gene Snitsky	def. (pin)	Kane	14:17	"""Weapon of Choice"""	Oct 19th 2004	Milwaukee	Wisconsin
3	Eugene	def. (pin)	Eric Bischoff	02:01	"""Choose The Loser&#39;s Fate"""	Oct 19th 2004	Milwaukee	Wisconsin
4	Chris Benoit	def. (pin)	Robert Conway	16:15	&nbsp;	Oct 19th 2004	Milwaukee	Wisconsin
5	Christy Hemme	def. (pin)	Carmella DeCesare	01:48	lingerie pillow fight	Oct 19th 2004	Milwaukee	Wisconsin
6	Triple H	def. (pin)	Shawn Michaels	14:05	&nbsp;	Oct 19th 2004	Milwaukee	Wisconsin
7	Randy Orton	def. (pin)	Ric Flair	10:35	steel cage	Oct 19th 2004	Milwaukee	Wisconsin
0	Gene Snitsky	def.	Eugene		&nbsp;	Oct 18th 2004	Chicago	Illinois
1	Nidia	def.	Gail Kim		6-person tag	Oct 18th 2004	Chicago	Illinois
2	Batista	def.	Chris Jericho		&nbsp;	Oct 18th 2004	Chicago	Illinois
3	Shelton Benjamin	def.	Christian		6-way elimination	Oct 18th 2004	Chicago	Illinois
4	Edge	def. (pin)	Chris Benoit		three-way	Oct 18th 2004	Chicago	Illinois
0	Rosey	def. (pin)	Steven Richards	05:15	&nbsp;	Oct 18th 2004	Chicago	Illinois
1	Rodney Mack	def. (pin)	Mike Mondo	05:12	&nbsp;	Oct 18th 2004	Chicago	Illinois
2	Rob Conway	def. (pin)	Maven	06:15	&nbsp;	Oct 18th 2004	Chicago	Illinois
0	Carlito	def.	Rico		&nbsp;	Oct 17th 2004	Rockford	Illinois
1	Heidenreich	def.	Shannon Moore		&nbsp;	Oct 17th 2004	Rockford	Illinois
2	Mark Jindrak	def.	Eddie Guerrero		&nbsp;	Oct 17th 2004	Rockford	Illinois
3	Booker T.	def. (pin)	John Bradshaw Layfield		6-person tag	Oct 17th 2004	Rockford	Illinois
0	Bubba Ray Dudley	def. (pin)	Johnny Stamboli		6-person tag	Oct 17th 2004	Rockford	Illinois
1	The Big Show	def. (pin)	Akio		&nbsp;	Oct 17th 2004	Rockford	Illinois
2	Kurt Angle	def. (sub)	Hardcore Holly		&nbsp;	Oct 17th 2004	Rockford	Illinois
0	Rob Van Dam	def. (pin)	Rene Dupree	02:50	&nbsp;	Oct 12th 2004	Manchester	England
1	Billy Kidman	def. (pin)	Charlie Haas	02:08	&nbsp;	Oct 12th 2004	Manchester	England
2	Rey Mysterio	def.	Billy Kidman	15:36	battle royale	Oct 12th 2004	Manchester	England
3	John Bradshaw Layfield	def. (pin)	Hardcore Holly	04:48	hardcore	Oct 12th 2004	Manchester	England
4	Carlito	def. (pin)	Rey Mysterio	13:51	&nbsp;	Oct 12th 2004	Manchester	England
5	Eddie Guerrero	def. (DQ)	Luther Reigns	03:30	&nbsp;	Oct 12th 2004	Manchester	England
0	Spike Dudley	def.	Scotty Too Hotty		&nbsp;	Oct 12th 2004	Manchester	England
1	Orlando Jordan	def.	Sho Funaki		&nbsp;	Oct 12th 2004	Manchester	England
2	Bubba Ray Dudley	def. (pin)	Rico		&nbsp;	Oct 12th 2004	Manchester	England
0	Trish Stratus	def. (pin)	Stacy Keibler	03:51	&nbsp;	Oct 11th 2004	Manchester	England
1	Rob Conway	def. (pin)	Eugene	13:42	&nbsp;	Oct 11th 2004	Manchester	England
2	Chris Jericho	def. (pin)	Christian	09:30	&nbsp;	Oct 11th 2004	Manchester	England
3	Chris Benoit	def. (pin)	Batista	15:30	6-person tag	Oct 11th 2004	Manchester	England
0	Shelton Benjamin	def.	Stevie Richards		&nbsp;	Oct 11th 2004	Manchester	England
1	Tajiri	def.	Chuck Palumbo		&nbsp;	Oct 11th 2004	Manchester	England
2	Nidia	def.	Gail Kim		&nbsp;	Oct 11th 2004	Manchester	England
0	Rey Mysterio	def. (pin)	Kenzo Suzuki	03:18	&nbsp;	Oct 5th 2004	Boston	Massachusetts
1	Hardcore Holly	def. (CO)	John Bradshaw Layfield	06:07	&nbsp;	Oct 5th 2004	Boston	Massachusetts
2	The Big Show	def. (pin)	Mark Jindrak	04:19	&nbsp;	Oct 5th 2004	Boston	Massachusetts
3	Billy Kidman	draw (NC)	Charlie Haas	03:00	&nbsp;	Oct 5th 2004	Boston	Massachusetts
4	Carlito	def. (pin)	John Cena	16:25	&nbsp;	Oct 5th 2004	Boston	Massachusetts
0	Shawn Michaels	def. (pin)	Christian	13:21	&nbsp;	Oct 4th 2004	New York	New York
1	Batista	def. (DQ)	Chris Benoit	04:54	&nbsp;	Oct 4th 2004	New York	New York
2	Rob Conway	def.	Rosey	02:16	&nbsp;	Oct 4th 2004	New York	New York
3	Stacy Keibler	def. (pin)	Molly Holly	02:51	&nbsp;	Oct 4th 2004	New York	New York
4	Triple H	def. (pin)	Chris Jericho	05:20	lumberjack	Oct 4th 2004	New York	New York
0	Victoria	def. (pin)	Gail Kim		&nbsp;	Oct 4th 2004	New York	New York
1	Rhyno	def.	Arch Kincaid		&nbsp;	Oct 4th 2004	New York	New York
2	Maven	def. (pin)	Steven Richards		&nbsp;	Oct 4th 2004	New York	New York
3	Shelton Benjamin	def. (pin)	Rodney Mack		&nbsp;	Oct 4th 2004	New York	New York
0	Mark Jindrak	def. (pin)	Scotty Too Hotty	02:47	&nbsp;	Oct 3rd 2004	East Rutherford	New Jersey
0	Eddie Guerrero	def. (pin)	Luther Reigns	13:21	&nbsp;	Oct 3rd 2004	East Rutherford	New Jersey
1	Spike Dudley	def. (pin)	Nunzio	08:48	&nbsp;	Oct 3rd 2004	East Rutherford	New Jersey
2	Billy Kidman	def. (pin)	Paul London	10:36	&nbsp;	Oct 3rd 2004	East Rutherford	New Jersey
3	Kenzo Suzuki	def. (pin)	Rey Mysterio	09:13	&nbsp;	Oct 3rd 2004	East Rutherford	New Jersey
4	The Big Show	def. (pin)	Kurt Angle	13:10	&nbsp;	Oct 3rd 2004	East Rutherford	New Jersey
5	John Cena	def. (pin)	Booker T.	10:20	&nbsp;	Oct 3rd 2004	East Rutherford	New Jersey
6	Charlie Haas	def. (pin)	Bubba Ray Dudley	08:47	6-person tag	Oct 3rd 2004	East Rutherford	New Jersey
7	John Bradshaw Layfield	def.	The Undertaker	20:35	"""Last Ride"""	Oct 3rd 2004	East Rutherford	New Jersey
0	Bubba Ray Dudley	def. (pin)	Charlie Haas	05:34	&nbsp;	Sep 28th 2004	Topeka	Kansas
1	Booker T.	def. (pin)	Paul London	02:12	&nbsp;	Sep 28th 2004	Topeka	Kansas
2	Hardcore Holly	def. (DQ)	John Bradshaw Layfield	10:33	&nbsp;	Sep 28th 2004	Topeka	Kansas
3	Nunzio	def. (pin)	Spike Dudley	06:21	&nbsp;	Sep 28th 2004	Topeka	Kansas
4	Luther Reigns	def. (pin)	Eddie Guerrero	15:24	&nbsp;	Sep 28th 2004	Topeka	Kansas
0	Johnny Stamboli	def. (pin)	Akio	04:20	&nbsp;	Sep 28th 2004	Topeka	Kansas
1	Danny Basham	def. (pin)	Dangerous Derek	05:45	&nbsp;	Sep 28th 2004	Topeka	Kansas
2	Kenzo Suzuki	def. (pin)	Shannon Moore	05:40	&nbsp;	Sep 28th 2004	Topeka	Kansas
0	Shelton Benjamin	def. (DQ)	Triple H	09:40	&nbsp;	Sep 27th 2004	Kansas City	Missouri
1	Rosey	def. (pin)	Rhyno	03:58	&nbsp;	Sep 27th 2004	Kansas City	Missouri
2	Gene Snitsky	def. (pin)	Val Venis	02:30	&nbsp;	Sep 27th 2004	Kansas City	Missouri
3	Christian	def. (pin)	Chris Jericho		&nbsp;	Sep 27th 2004	Kansas City	Missouri
4	Batista	def. (pin)	Randy Orton	07:41	no disqualification	Sep 27th 2004	Kansas City	Missouri
0	Maven	def.	Rob Conway		&nbsp;	Sep 27th 2004	Kansas City	Missouri
1	Chuck Palumbo	def.	Stevie Richards		&nbsp;	Sep 27th 2004	Kansas City	Missouri
2	Chris Benoit	def.	Rodney Mack		&nbsp;	Sep 27th 2004	Kansas City	Missouri
0	Paul London	def. (CO)	Billy Kidman	01:01	&nbsp;	Sep 21st 2004	Phoenix	Arizona
1	Booker T.	def. (pin)	Paul London	03:07	&nbsp;	Sep 21st 2004	Phoenix	Arizona
2	Spike Dudley	def. (pin)	Rey Mysterio	09:22	&nbsp;	Sep 21st 2004	Phoenix	Arizona
3	The Undertaker	def. (pin)	Gangrel	02:51	handicap tag	Sep 21st 2004	Phoenix	Arizona
4	Mae Young	def. (pin)	Dawn Marie	03:23	"""School Girls"" tag"	Sep 21st 2004	Phoenix	Arizona
5	Eddie Guerrero	def. (DQ)	Kurt Angle	15:01	&nbsp;	Sep 21st 2004	Phoenix	Arizona
0	Nunzio	def. (pin)	Akio	05:21	&nbsp;	Sep 21st 2004	Phoenix	Arizona
1	Charlie Haas	def. (pin)	Danny Basham	05:20	&nbsp;	Sep 21st 2004	Phoenix	Arizona
2	Rene Dupree	def. (pin)	Hardcore Holly	07:57	&nbsp;	Sep 21st 2004	Phoenix	Arizona
0	Stacy Keibler	def. (pin)	Molly Holly		&nbsp;	Sep 20th 2004	Tucson	Arizona
1	Shawn Michaels	draw (NC)	Chris Jericho		&nbsp;	Sep 20th 2004	Tucson	Arizona
2	Chris Benoit	def. (pin)	Batista		6-person tag	Sep 20th 2004	Tucson	Arizona
0	Gail Kim	def. (sub)	Nidia	05:53	&nbsp;	Sep 20th 2004	Tucson	Arizona
1	Chuck Palumbo	def. (pin)	Val Venis	03:18	&nbsp;	Sep 20th 2004	Tucson	Arizona
2	Rodney Mack	def. (pin)	Steven Richards	03:48	&nbsp;	Sep 20th 2004	Tucson	Arizona
0	John Cena	def. (pin)	Booker T.	12:00	&nbsp;	Sep 14th 2004	Spokane	Washington
1	Rey Mysterio	def. (pin)	Bubba Ray Dudley	04:29	&nbsp;	Sep 14th 2004	Spokane	Washington
2	Kenzo Suzuki	def. (pin)	Johnny Stamboli	03:30	&nbsp;	Sep 14th 2004	Spokane	Washington
3	Charlie Haas	def. (DQ)	Spike Dudley	03:04	&nbsp;	Sep 14th 2004	Spokane	Washington
0	Paul London	def. (pin)	Akio	06:56	&nbsp;	Sep 14th 2004	Spokane	Washington
1	Shannon Moore	def. (DQ)	Mark Jindrak	02:15	&nbsp;	Sep 14th 2004	Spokane	Washington
2	Luther Reigns	def. (pin)	Eddie Watts	02:22	&nbsp;	Sep 14th 2004	Spokane	Washington
3	Orlando Jordan	def. (pin)	Scotty Too Hotty	07:11	&nbsp;	Sep 14th 2004	Spokane	Washington
0	Chris Benoit	def.	Rob Conway		&nbsp;	Sep 13th 2004	Seattle	Washington
1	Nidia	def.	Gail Kim		6-person tag	Sep 13th 2004	Seattle	Washington
2	Chris Jericho	def.	Christian		&nbsp;	Sep 13th 2004	Seattle	Washington
3	Kane	def. (DQ)	Gene Snitsky		&nbsp;	Sep 13th 2004	Seattle	Washington
4	Randy Orton	def.	Batista		handicap tag	Sep 13th 2004	Seattle	Washington
0	Maven	def.	Wavell Starr		&nbsp;	Sep 13th 2004	Seattle	Washington
1	Rodney Mack	def.	Val Venis		&nbsp;	Sep 13th 2004	Seattle	Washington
2	Rhyno	def.	Rosey		&nbsp;	Sep 13th 2004	Seattle	Washington
0	Maven	def. (pin)	Rodney Mack	04:44	&nbsp;	Sep 12th 2004	Portland	Oregon
0	Chris Benoit	def. (sub)	Batista	15:05	&nbsp;	Sep 12th 2004	Portland	Oregon
1	Trish Stratus	def. (pin)	Victoria	08:21	&nbsp;	Sep 12th 2004	Portland	Oregon
2	Tyson Tomko	def. (pin)	Steven Richards	06:24	&nbsp;	Sep 12th 2004	Portland	Oregon
3	Chris Jericho	def.	Christian	22:29	ladder	Sep 12th 2004	Portland	Oregon
4	Shawn Michaels	def. (pin)	Kane	18:02	no disqualification	Sep 12th 2004	Portland	Oregon
5	Robert Conway	def. (pin)	Rhyno	09:40	&nbsp;	Sep 12th 2004	Portland	Oregon
6	Triple H	def. (pin)	Randy Orton	24:44	&nbsp;	Sep 12th 2004	Portland	Oregon
0	John Bradshaw Layfield	def. (pin)	Charlie Haas	04:51	&nbsp;	Sep 7th 2004	Tulsa	Oklahoma
1	Kenzo Suzuki	def. (pin)	Billy Kidman	10:05	&nbsp;	Sep 7th 2004	Tulsa	Oklahoma
2	Hardcore Holly	def. (pin)	Bubba Ray Dudley	05:43	6-person tag	Sep 7th 2004	Tulsa	Oklahoma
3	Eddie Guerrero	draw (NC)	Kurt Angle	15:40	lumberjack	Sep 7th 2004	Tulsa	Oklahoma
0	Booker T.	def. (pin)	Brandon Groom	02:44	&nbsp;	Sep 7th 2004	Tulsa	Oklahoma
1	Mark Jindrak	def. (pin)	Scotty Too Hotty	05:30	&nbsp;	Sep 7th 2004	Tulsa	Oklahoma
2	Johnny Stamboli	def. (pin)	Danny Basham	07:49	&nbsp;	Sep 7th 2004	Tulsa	Oklahoma
0	Chris Benoit	def. (sub)	Batista	07:52	8-person tag	Sep 6th 2004	Wichita Falls	Texas
1	Trish Stratus	def. (pin)	Nidia	03:31	&nbsp;	Sep 6th 2004	Wichita Falls	Texas
2	Triple H	def.	Eugene	07:48	steel cage	Sep 6th 2004	Wichita Falls	Texas
3	Chris Jericho	def.	Tyson Tomko	02:57	&nbsp;	Sep 6th 2004	Wichita Falls	Texas
4	Randy Orton	def.	Kane	07:45	steel cage	Sep 6th 2004	Wichita Falls	Texas
0	Rodney Mack	def. (pin)	Maven	04:38	&nbsp;	Sep 6th 2004	Wichita Falls	Texas
1	Chuck Palumbo	def. (pin)	Val Venis	05:15	&nbsp;	Sep 6th 2004	Wichita Falls	Texas
2	Shelton Benjamin	def. (pin)	Steven Richards	08:20	&nbsp;	Sep 6th 2004	Wichita Falls	Texas
0	John Cena	def. (pin)	Booker T.	07:00	6-person tag	Aug 31st 2004	Sacramento	California
1	Johnny Stamboli	def. (pin)	Billy Kidman	04:03	&nbsp;	Aug 31st 2004	Sacramento	California
2	Orlando Jordan	def. (pin)	Charlie Haas	03:44	&nbsp;	Aug 31st 2004	Sacramento	California
3	Bubba Ray Dudley	def. (pin)	Billy Gunn	03:04	&nbsp;	Aug 31st 2004	Sacramento	California
4	Kurt Angle	def. (sub)	Eddie Guerrero	29:01	2 out of 3 falls	Aug 31st 2004	Sacramento	California
0	Jamie Noble	def. (pin)	Scotty Too Hotty	06:28	&nbsp;	Aug 31st 2004	Sacramento	California
1	Luther Reigns	def. (pin)	Mike Kirkhart	01:46	&nbsp;	Aug 31st 2004	Sacramento	California
2	Mark Jindrak	def. (pin)	Shannon Moore	04:08	&nbsp;	Aug 31st 2004	Sacramento	California
3	Spike Dudley	def. (pin)	Sho Funaki	06:06	&nbsp;	Aug 31st 2004	Sacramento	California
0	Jonathan Coachman	def.	Rhyno	04:55	handicap tag	Aug 30th 2004	San Francisco	California
1	Batista	def.	William Regal	02:55	&nbsp;	Aug 30th 2004	San Francisco	California
2	Kane	def.	Fat Hardy	00:19	handicap tag	Aug 30th 2004	San Francisco	California
3	Chris Benoit	def. (DQ)	Ric Flair	05:54	&nbsp;	Aug 30th 2004	San Francisco	California
4	Nidia	def.	Gail Kim	03:47	&nbsp;	Aug 30th 2004	San Francisco	California
5	Eugene	def. (pin)	Triple H	10:49	no disqualification	Aug 30th 2004	San Francisco	California
0	Rodney Mack	def. (pin)	Rosey	03:13	&nbsp;	Aug 30th 2004	San Francisco	California
1	Maven	def. (pin)	Greg Groothius	03:24	&nbsp;	Aug 30th 2004	San Francisco	California
2	Chris Jericho	def. (sub)	Steven Richards		&nbsp;	Aug 30th 2004	San Francisco	California
0	Rob Van Dam	def. (pin)	Kenzo Suzuki	03:25	&nbsp;	Aug 24th 2004	Fresno	California
1	Billy Kidman	def. (pin)	Chavo Guerrero	04:22	&nbsp;	Aug 24th 2004	Fresno	California
2	Booker T.	def. (pin)	John Cena	09:40	&nbsp;	Aug 24th 2004	Fresno	California
3	Kurt Angle	def. (pin)	Rey Mysterio	13:38	&nbsp;	Aug 24th 2004	Fresno	California
4	The Undertaker	def. (DQ)	Orlando Jordan	06:23	&nbsp;	Aug 24th 2004	Fresno	California
0	Johnny Stamboli	def. (pin)	Danny Basham	06:11	&nbsp;	Aug 24th 2004	Fresno	California
1	Rene Dupree	def. (pin)	Charlie Haas	05:16	&nbsp;	Aug 24th 2004	Fresno	California
2	Mark Jindrak	def. (pin)	Sho Funaki	03:43	&nbsp;	Aug 24th 2004	Fresno	California
3	Bubba Ray Dudley	def. (pin)	Hardcore Holly	05:28	&nbsp;	Aug 24th 2004	Fresno	California
0	Chris Jericho	def. (DQ)	Edge	15:47	&nbsp;	Aug 23rd 2004	Anaheim	California
1	William Regal	def. (pin)	Ric Flair	12:10	&nbsp;	Aug 23rd 2004	Anaheim	California
0	Rodney Mack	def. (pin)	Maven	04:18	&nbsp;	Aug 23rd 2004	Anaheim	California
1	Chuck Palumbo	def.	Ollie John	03:03	&nbsp;	Aug 23rd 2004	Anaheim	California
2	Chris Benoit	def. (sub)	Tyson Tomko	05:57	&nbsp;	Aug 23rd 2004	Anaheim	California
0	Billy Gunn	def. (pin)	Chavo Guerrero		&nbsp;	Aug 22nd 2004	Bakersfield	California
1	Johnny Stamboli	def. (pin)	Mark Jindrak		&nbsp;	Aug 22nd 2004	Bakersfield	California
2	Charlie Haas	def. (pin)	Rene Dupree		&nbsp;	Aug 22nd 2004	Bakersfield	California
3	Heidenreich	def. (pin)	Scotty Too Hotty		&nbsp;	Aug 22nd 2004	Bakersfield	California
4	Spike Dudley	def. (pin)	Rey Mysterio		&nbsp;	Aug 22nd 2004	Bakersfield	California
5	Billy Kidman	def. (pin)	Bubba Ray Dudley		&nbsp;	Aug 22nd 2004	Bakersfield	California
6	Orlando Jordan	def. (pin)	John Cena		&nbsp;	Aug 22nd 2004	Bakersfield	California
7	Eddie Guerrero	def. (pin)	Kurt Angle		grudge match	Aug 22nd 2004	Bakersfield	California
0	Spike Dudley	def. (pin)	Scotty Too Hotty	03:07	&nbsp;	Aug 17th 2004	Hamilton	Ontario
1	Chavo Guerrero	def. (pin)	Billy Kidman	05:02	&nbsp;	Aug 17th 2004	Hamilton	Ontario
2	John Cena	def. (pin)	D-Von Dudley	03:00	&nbsp;	Aug 17th 2004	Hamilton	Ontario
3	Rob Van Dam	def. (pin)	Rene Dupree	05:36	&nbsp;	Aug 17th 2004	Hamilton	Ontario
4	Eddie Guerrero	def. (pin)	Kurt Angle	15:58	&nbsp;	Aug 17th 2004	Hamilton	Ontario
0	Charlie Haas	def. (pin)	Akio	05:12	&nbsp;	Aug 17th 2004	Hamilton	Ontario
1	Mark Jindrak	def. (pin)	Wavell Starr	03:05	&nbsp;	Aug 17th 2004	Hamilton	Ontario
2	Billy Gunn	def. (pin)	Doug Basham	04:36	&nbsp;	Aug 17th 2004	Hamilton	Ontario
3	Booker T.	def. (pin)	Shannon Moore	03:10	&nbsp;	Aug 17th 2004	Hamilton	Ontario
0	Rhyno	def.	Sylvain Grenier	05:13	&nbsp;	Aug 16th 2004	London	Ontario
1	Victoria	def.	Gail Kim	03:27	&nbsp;	Aug 16th 2004	London	Ontario
