	winner	outcome	loser	duration	matchtype	date	city	state
8	One Man Gang	def. (pin)	Jerry Grey	01:38	&nbsp;	Jan 26th 1988	Hershey	Pennsylvania
0	Scott Casey	def. (pin)	Jose Estrada	10:06	&nbsp;	Jan 25th 1988	New York	New York
1	Sam Houston	def. (pin)	Danny Davis	08:08	&nbsp;	Jan 25th 1988	New York	New York
2	Butch Reed	def. (pin)	Junkyard Dog	05:26	&nbsp;	Jan 25th 1988	New York	New York
3	Omar Atlas	def. (pin)	Dusty Wolfe	07:29	&nbsp;	Jan 25th 1988	New York	New York
4	One Man Gang	def. (pin)	Don Muraco		&nbsp;	Jan 25th 1988	New York	New York
5	Bam Bam Bigelow	def. (pin)	Ted DiBiase	09:26	&nbsp;	Jan 25th 1988	New York	New York
6	Jim Powers	def. (pin)	Barry Horowitz	13:33	&nbsp;	Jan 25th 1988	New York	New York
7	Jim Duggan	def. (pin)	Harley Race	10:50	&nbsp;	Jan 25th 1988	New York	New York
8	Ron Bass	def. (pin)	Hillbilly Jim	05:32	&nbsp;	Jan 25th 1988	New York	New York
9	Haku	def. (DQ)	Davey Boy Smith	15:35	&nbsp;	Jan 25th 1988	New York	New York
0	Ricky Steamboat	def. (DQ)	Rick Rude	16:40	&nbsp;	Jan 24th 1988	Hamilton	Ontario
1	Itsuki Yamazaki	def. (pin)	Judy Martin	15:21	tag (2 out of 3 falls)	Jan 24th 1988	Hamilton	Ontario
2	Jim Duggan	def.	B. Brian Blair	33:00	20-man Royal Rumble	Jan 24th 1988	Hamilton	Ontario
3	Haku	def. (sub)	Jim Powers	14:00	tag (2 out of 3 falls)	Jan 24th 1988	Hamilton	Ontario
0	Junkyard Dog	def. (pin)	Tiger Chung Lee	02:08	&nbsp;	Jan 6th 1988	Nashville	Tennessee
1	Greg Valentine	def. (sub)	Scott Casey		&nbsp;	Jan 6th 1988	Nashville	Tennessee
2	Sam Houston	def. (pin)	Steve Lombardi	02:49	&nbsp;	Jan 6th 1988	Nashville	Tennessee
3	Bret Hart	def. (pin)	Omar Atlas	02:40	&nbsp;	Jan 6th 1988	Nashville	Tennessee
4	Randy Savage	def. (pin)	Terry Gibbs	01:44	&nbsp;	Jan 6th 1988	Nashville	Tennessee
5	Bad News Brown	def. (pin)	Rex King	02:03	&nbsp;	Jan 6th 1988	Nashville	Tennessee
6	Davey Boy Smith	def. (pin)	Barry Horowitz	04:13	&nbsp;	Jan 6th 1988	Nashville	Tennessee
0	Honky Tonk Man	def. (pin)	Jerry Allen	02:40	&nbsp;	Jan 6th 1988	Nashville	Tennessee
1	Rick Martel	def. (pin)	Dave Wagner	03:11	&nbsp;	Jan 6th 1988	Nashville	Tennessee
2	Ted DiBiase	def. (pin)	David Stoudemire	02:11	&nbsp;	Jan 6th 1988	Nashville	Tennessee
3	Brutus Beefcake	def. (sub)	Dusty Wolfe	02:06	&nbsp;	Jan 6th 1988	Nashville	Tennessee
4	Haku	def. (pin)	Brady Boone	02:50	&nbsp;	Jan 6th 1988	Nashville	Tennessee
5	Don Muraco	def. (pin)	Iron Mike Sharpe	02:47	&nbsp;	Jan 6th 1988	Nashville	Tennessee
6	Dino Bravo	def. (pin)	W. D. Wellington	01:41	&nbsp;	Jan 6th 1988	Nashville	Tennessee
0	Jake Roberts	def. (pin)	Gino Carabello	02:15	&nbsp;	Jan 6th 1988	Nashville	Tennessee
1	Ax	def. (pin)	Omar Atlas	04:07	&nbsp;	Jan 6th 1988	Nashville	Tennessee
2	Jim Duggan	def. (pin)	Joe Mirto	02:16	&nbsp;	Jan 6th 1988	Nashville	Tennessee
3	Rick Rude	def. (pin)	Van Van Horne	02:16	&nbsp;	Jan 6th 1988	Nashville	Tennessee
4	Jim Powers	def. (pin)	Conquistador Dos	03:25	&nbsp;	Jan 6th 1988	Nashville	Tennessee
5	The Ultimate Warrior	def. (pin)	Brian Costello	02:01	&nbsp;	Jan 6th 1988	Nashville	Tennessee
6	Boris Zhukov	def. (pin)	B. Brian Blair		8-person tag	Jan 6th 1988	Nashville	Tennessee
0	Honky Tonk Man	def. (pin)	Omar Atlas	01:58	&nbsp;	Jan 5th 1988	Huntsville	Alabama
1	The Ultimate Warrior	def. (pin)	Terry Gibbs	01:18	&nbsp;	Jan 5th 1988	Huntsville	Alabama
2	Dino Bravo	def. (pin)	Special Delivery Jones	02:19	&nbsp;	Jan 5th 1988	Huntsville	Alabama
3	Haku	def. (pin)	Lanny Poffo	02:35	&nbsp;	Jan 5th 1988	Huntsville	Alabama
4	Bad News Brown	def. (pin)	Brady Boone	01:35	&nbsp;	Jan 5th 1988	Huntsville	Alabama
5	Ax	def. (pin)	Jerry Allen	02:04	&nbsp;	Jan 5th 1988	Huntsville	Alabama
6	Jake Roberts	def. (pin)	Dusty Wolfe	02:43	&nbsp;	Jan 5th 1988	Huntsville	Alabama
0	Randy Savage	def. (pin)	Barry Horowitz	02:31	&nbsp;	Jan 5th 1988	Huntsville	Alabama
1	Butch Reed	def. (pin)	Ricky Hunter	03:02	&nbsp;	Jan 5th 1988	Huntsville	Alabama
2	Billy Jack Haynes	def. (sub)	Iron Mike Sharpe	03:09	&nbsp;	Jan 5th 1988	Huntsville	Alabama
3	Bret Hart	def. (pin)	Rex King	02:55	6-person tag	Jan 5th 1988	Huntsville	Alabama
4	Jim Duggan	def. (pin)	Steve Lombardi	02:08	&nbsp;	Jan 5th 1988	Huntsville	Alabama
5	Harley Race	def. (sub)	Jerry Allen	02:25	6-person tag	Jan 5th 1988	Huntsville	Alabama
0	Sam Houston	def. (pin)	Danny Davis		dark &nbsp;	Jan 5th 1988	Huntsville	Alabama
1	Butch Reed	def. (DQ)	Don Muraco		dark &nbsp;	Jan 5th 1988	Huntsville	Alabama
2	Hulk Hogan	def. (pin)	Bret Hart		dark handicap tag	Jan 5th 1988	Huntsville	Alabama
3	Rick Martel	def. (sub)	Dusty Wolfe	03:30	&nbsp;	Jan 5th 1988	Huntsville	Alabama
4	Greg Valentine	def. (sub)	Van Van Horne	02:37	&nbsp;	Jan 5th 1988	Huntsville	Alabama
5	Bam Bam Bigelow	def. (pin)	Tiger Chung Lee	01:23	&nbsp;	Jan 5th 1988	Huntsville	Alabama
6	Ron Bass	def. (pin)	Rex King	01:47	&nbsp;	Jan 5th 1988	Huntsville	Alabama
7	Davey Boy Smith	def. (pin)	Brian Costello	03:19	&nbsp;	Jan 5th 1988	Huntsville	Alabama
8	Don Muraco	def. (pin)	Dave Wagner	03:15	&nbsp;	Jan 5th 1988	Huntsville	Alabama
9	Ted DiBiase	def. (pin)	Brady Boone	02:38	&nbsp;	Jan 5th 1988	Huntsville	Alabama
0	Iron Mike Sharpe	def. (pin)	Special Delivery Jones	07:33	&nbsp;	Dec 26th 1987	New York	New York
1	Jacques Rougeau	def. (pin)	Conquistador Dos	13:07	&nbsp;	Dec 26th 1987	New York	New York
2	Jim Duggan	def. (pin)	Sika	09:16	&nbsp;	Dec 26th 1987	New York	New York
3	Sensational Sherri	def. (pin)	Rockin&#39; Robin	07:30	&nbsp;	Dec 26th 1987	New York	New York
4	Greg Valentine	def. (CO)	Brutus Beefcake	11:53	&nbsp;	Dec 26th 1987	New York	New York
5	Ricky Steamboat	draw (time)	Rick Rude	20:28	&nbsp;	Dec 26th 1987	New York	New York
6	Dino Bravo	def. (pin)	Koko B Ware	06:38	&nbsp;	Dec 26th 1987	New York	New York
7	Haku	def. (pin)	B. Brian Blair	10:45	&nbsp;	Dec 26th 1987	New York	New York
8	Chris Dube	def. (pin)	Little Tokyo	03:19	&nbsp;	Dec 26th 1987	New York	New York
9	Randy Savage	def. (DQ)	Honky Tonk Man	09:29	&nbsp;	Dec 26th 1987	New York	New York
0	Davey Boy Smith	def. (pin)	Steve Lombardi	03:11	&nbsp;	Dec 9th 1987	Fort Myers	Florida
1	Ron Bass	def. (pin)	Omar Atlas	02:06	&nbsp;	Dec 9th 1987	Fort Myers	Florida
2	Bam Bam Bigelow	def. (pin)	Dusty Wolfe	02:32	&nbsp;	Dec 9th 1987	Fort Myers	Florida
3	Bret Hart	def. (pin)	Doug Wellington	02:00	6-person tag	Dec 9th 1987	Fort Myers	Florida
4	Sam Houston	def. (pin)	Jerry Gray	02:11	&nbsp;	Dec 9th 1987	Fort Myers	Florida
5	Greg Valentine	def. (sub)	Pete Sanchez	02:01	&nbsp;	Dec 9th 1987	Fort Myers	Florida
6	Koko B Ware	def. (pin)	Rick Renslow	01:12	&nbsp;	Dec 9th 1987	Fort Myers	Florida
0	Rick Martel	def. (sub)	Rick Gantner	03:06	&nbsp;	Dec 9th 1987	Fort Myers	Florida
1	Ted DiBiase	def. (pin)	Sivi Afi	02:17	&nbsp;	Dec 9th 1987	Fort Myers	Florida
2	Jake Roberts	def. (pin)	Steve Lombardi	02:15	&nbsp;	Dec 9th 1987	Fort Myers	Florida
3	Dino Bravo	def. (pin)	Jerry Allen	01:30	&nbsp;	Dec 9th 1987	Fort Myers	Florida
4	Don Muraco	def. (pin)	Frankie DeFalco	01:31	&nbsp;	Dec 9th 1987	Fort Myers	Florida
5	Randy Savage	def. (pin)	Jerry Gray	02:01	&nbsp;	Dec 9th 1987	Fort Myers	Florida
0	Jim Powers	def. (pin)	Dave Wagner	03:18	&nbsp;	Dec 9th 1987	Fort Myers	Florida
1	Rick Rude	def. (sub)	Outback Jack	01:32	&nbsp;	Dec 9th 1987	Fort Myers	Florida
2	Brutus Beefcake	def. (sub)	Barry Horowitz	01:36	&nbsp;	Dec 9th 1987	Fort Myers	Florida
3	Butch Reed	def. (pin)	Lanny Poffo	03:17	&nbsp;	Dec 9th 1987	Fort Myers	Florida
4	Boris Zhukov	def. (pin)	Mike Richards	01:17	&nbsp;	Dec 9th 1987	Fort Myers	Florida
5	The Ultimate Warrior	def. (pin)	Rex King	01:16	&nbsp;	Dec 9th 1987	Fort Myers	Florida
6	Honky Tonk Man	def. (pin)	Scott Casey	02:10	&nbsp;	Dec 9th 1987	Fort Myers	Florida
0	Haku	def. (pin)	Jerry Grey	03:20	&nbsp;	Dec 8th 1987	Tampa	Florida
1	Jake Roberts	def. (pin)	Willington Wilkins	01:50	&nbsp;	Dec 8th 1987	Tampa	Florida
2	Dino Bravo	def. (pin)	Scott Casey	02:21	&nbsp;	Dec 8th 1987	Tampa	Florida
3	Sam Houston	def. (pin)	Terry Gibbs	02:53	&nbsp;	Dec 8th 1987	Tampa	Florida
4	Butch Reed	def. (pin)	Sivi Afi	02:23	&nbsp;	Dec 8th 1987	Tampa	Florida
5	Ax	def. (pin)	Jim Evans	03:09	&nbsp;	Dec 8th 1987	Tampa	Florida
0	Bam Bam Bigelow	def. (pin)	Van Van Horne	02:23	&nbsp;	Dec 8th 1987	Tampa	Florida
1	One Man Gang	def. (pin)	Tom Horn	01:47	&nbsp;	Dec 8th 1987	Tampa	Florida
2	Brutus Beefcake	def. (sub)	Rick Gantner	02:16	&nbsp;	Dec 8th 1987	Tampa	Florida
3	Honky Tonk Man	def. (pin)	Brady Boone	01:35	&nbsp;	Dec 8th 1987	Tampa	Florida
4	Davey Boy Smith	draw (NC)	Haku		&nbsp;	Dec 8th 1987	Tampa	Florida
5	Rick Rude	def. (sub)	Jerry Allen	00:49	&nbsp;	Dec 8th 1987	Tampa	Florida
6	The Ultimate Warrior	def. (pin)	Rick Renslow	01:43	&nbsp;	Dec 8th 1987	Tampa	Florida
0	Honky Tonk Man	def. (CO)	Randy Savage		dark &nbsp;	Dec 8th 1987	Tampa	Florida
1	Rick Martel	def.	Bret Hart		dark &nbsp;	Dec 8th 1987	Tampa	Florida
2	Hulk Hogan	def. (pin)	One Man Gang		dark &nbsp;	Dec 8th 1987	Tampa	Florida
3	Randy Savage	def. (pin)	Steve Lombardi	02:24	&nbsp;	Dec 8th 1987	Tampa	Florida
4	Ted DiBiase	def. (pin)	Rick Hunter	01:48	&nbsp;	Dec 8th 1987	Tampa	Florida
5	Don Muraco	def. (pin)	Dusty Wolfe	01:18	&nbsp;	Dec 8th 1987	Tampa	Florida
6	Bret Hart	def. (pin)	Omar Atlas	02:58	&nbsp;	Dec 8th 1987	Tampa	Florida
7	Jake Roberts	def. (pin)	Brian Costello	02:22	&nbsp;	Dec 8th 1987	Tampa	Florida
8	Ron Bass	def. (pin)	Tio Samoa	01:58	&nbsp;	Dec 8th 1987	Tampa	Florida
9	Koko B Ware	def. (pin)	Raul Mato	02:01	&nbsp;	Dec 8th 1987	Tampa	Florida
0	Rick Martel	def. (pin)	Boris Zhukov		&nbsp;	Dec 7th 1987	Landover	Maryland
1	Jake Roberts	def. (pin)	Sika		&nbsp;	Dec 7th 1987	Landover	Maryland
2	Hulk Hogan	def. (pin)	King Kong Bundy		&nbsp;	Dec 7th 1987	Landover	Maryland
3	Greg Valentine	def. (sub)	Koko B Ware		&nbsp;	Dec 7th 1987	Landover	Maryland
0	Brutus Beefcake	def. (CO)	Danny Davis	24:00	"""Survivor Series"""	Nov 26th 1987	Richfield	Ohio
1	Itsuki Yamazaki	def. (pin)	Dawn Marie	20:00	"""Survivor Series"""	Nov 26th 1987	Richfield	Ohio
2	B. Brian Blair	def. (pin)	Ax	37:00	"""Survivor Series"" tag"	Nov 26th 1987	Richfield	Ohio
3	Andre the Giant	def. (pin)	Bam Bam Bigelow	22:00	"""Survivor Series"""	Nov 26th 1987	Richfield	Ohio
0	The Ultimate Warrior	def. (pin)	Frenchy Martin	04:38	&nbsp;	Nov 24th 1987	New York	New York
1	Judy Martin	def. (pin)	Itsuki Yamazaki	13:59	&nbsp;	Nov 24th 1987	New York	New York
2	Rick Rude	def. (pin)	Paul Orndorff	08:44	&nbsp;	Nov 24th 1987	New York	New York
3	B. Brian Blair	def. (pin)	Boris Zhukov	20:26	&nbsp;	Nov 24th 1987	New York	New York
4	Honky Tonk Man	def. (CO)	Randy Savage	13:24	&nbsp;	Nov 24th 1987	New York	New York
5	Jake Roberts	def. (pin)	Danny Davis	07:22	&nbsp;	Nov 24th 1987	New York	New York
6	Rick Martel	def. (DQ)	Bret Hart	18:18	&nbsp;	Nov 24th 1987	New York	New York
7	Ted DiBiase	def. (pin)	Ivan Putski	03:00	&nbsp;	Nov 24th 1987	New York	New York
8	Bam Bam Bigelow	def. (pin)	King Kong Bundy	03:22	&nbsp;	Nov 24th 1987	New York	New York
0	Bam Bam Bigelow	def. (pin)	Brian Costello	02:21	&nbsp;	Nov 18th 1987	Omaha	Nebraska
1	Boris Zhukov	def. (pin)	Brady Boone	02:43	&nbsp;	Nov 18th 1987	Omaha	Nebraska
2	Danny Davis	def. (CO)	Sam Houston	04:03	&nbsp;	Nov 18th 1987	Omaha	Nebraska
3	Rick Martel	def. (sub)	Dusty Wolfe	03:30	&nbsp;	Nov 18th 1987	Omaha	Nebraska
4	Dino Bravo	def. (pin)	Lanny Poffo	02:01	&nbsp;	Nov 18th 1987	Omaha	Nebraska
5	Junkyard Dog	def. (pin)	Barry Horowitz	01:59	&nbsp;	Nov 18th 1987	Omaha	Nebraska
0	Rick Rude	def. (sub)	Omar Atlas	01:47	&nbsp;	Nov 18th 1987	Omaha	Nebraska
1	Jake Roberts	def. (pin)	Barry Horowitz	00:56	&nbsp;	Nov 18th 1987	Omaha	Nebraska
2	Harley Race	def. (pin)	Jerry Allen	01:08	&nbsp;	Nov 18th 1987	Omaha	Nebraska
3	Don Muraco	def. (pin)	Pete Sanchez	01:08	&nbsp;	Nov 18th 1987	Omaha	Nebraska
4	Bret Hart	def. (pin)	Scott Casey	03:18	&nbsp;	Nov 18th 1987	Omaha	Nebraska
0	Davey Boy Smith	def. (pin)	Conquistador Dos	05:06	&nbsp;	Nov 18th 1987	Omaha	Nebraska
1	Ted DiBiase	def. (pin)	Sonny Rogers	01:17	&nbsp;	Nov 18th 1987	Omaha	Nebraska
2	Jim Duggan	def. (pin)	Barry Horowitz	02:05	&nbsp;	Nov 18th 1987	Omaha	Nebraska
3	Killer Khan	def. (pin)	Mike Richards	02:13	&nbsp;	Nov 18th 1987	Omaha	Nebraska
4	The Ultimate Warrior	def. (pin)	Brian Costello	01:56	&nbsp;	Nov 18th 1987	Omaha	Nebraska
5	Billy Jack Haynes	def. (sub)	Dave Wagner	01:47	&nbsp;	Nov 18th 1987	Omaha	Nebraska
0	Ax	def. (pin)	Brady Boone	02:08	&nbsp;	Nov 17th 1987	Des Moines	Iowa
1	Rick Rude	def. (sub)	Mike Richards	01:43	&nbsp;	Nov 17th 1987	Des Moines	Iowa
2	Jim Duggan	def. (pin)	Pete Sanchez	02:13	&nbsp;	Nov 17th 1987	Des Moines	Iowa
3	Greg Valentine	def. (sub)	Scott Casey	03:35	&nbsp;	Nov 17th 1987	Des Moines	Iowa
4	One Man Gang	def. (pin)	Sonny Rogers	01:18	&nbsp;	Nov 17th 1987	Des Moines	Iowa
5	The Ultimate Warrior	def. (pin)	Dusty Wolfe	01:21	&nbsp;	Nov 17th 1987	Des Moines	Iowa
6	Haku	def. (pin)	Jerry Allen	01:29	&nbsp;	Nov 17th 1987	Des Moines	Iowa
0	Rick Martel	def. (sub)	Conquistador Dos	03:28	&nbsp;	Nov 17th 1987	Des Moines	Iowa
1	Ted DiBiase	def. (pin)	Omar Atlas	02:11	&nbsp;	Nov 17th 1987	Des Moines	Iowa
2	Bam Bam Bigelow	def. (pin)	Dave Wagner	01:22	&nbsp;	Nov 17th 1987	Des Moines	Iowa
3	Dino Bravo	def. (pin)	Sivi Afi	01:46	&nbsp;	Nov 17th 1987	Des Moines	Iowa
4	Davey Boy Smith	def. (pin)	Barry Horowitz	03:50	&nbsp;	Nov 17th 1987	Des Moines	Iowa
5	Butch Reed	def. (pin)	Outback Jack	02:05	&nbsp;	Nov 17th 1987	Des Moines	Iowa
0	Earthquake Ferris	vs.	Unknown Male Wrestler		dark &nbsp;	Nov 17th 1987	Des Moines	Iowa
1	Vinnie Valentino	vs.	Unknown Male Wrestler		dark &nbsp;	Nov 17th 1987	Des Moines	Iowa
2	Harley Race	def. (DQ)	Jim Duggan		dark &nbsp;	Nov 17th 1987	Des Moines	Iowa
3	Rick Martel	def.	Haku		dark &nbsp;	Nov 17th 1987	Des Moines	Iowa
4	Hulk Hogan	def. (pin)	One Man Gang		dark &nbsp;	Nov 17th 1987	Des Moines	Iowa
5	Brutus Beefcake	draw (DDQ)	Greg Valentine	06:09	&nbsp;	Nov 17th 1987	Des Moines	Iowa
6	Jim Powers	def. (pin)	Barry Horowitz	02:25	6-person tag	Nov 17th 1987	Des Moines	Iowa
7	Harley Race	def. (pin)	Scott Casey	01:08	&nbsp;	Nov 17th 1987	Des Moines	Iowa
8	Jake Roberts	def. (pin)	Rick Renslow	02:12	&nbsp;	Nov 17th 1987	Des Moines	Iowa
9	Don Muraco	def. (pin)	Brian Costello	00:56	&nbsp;	Nov 17th 1987	Des Moines	Iowa
10	Bret Hart	def. (pin)	Jerry Allen	01:50	&nbsp;	Nov 17th 1987	Des Moines	Iowa
0	George Steele	def. (DQ)	Danny Davis		&nbsp;	Nov 11th 1987	Seattle	Washington
1	Randy Savage	def. (pin)	Bret Hart		&nbsp;	Nov 11th 1987	Seattle	Washington
2	King Kong Bundy	def. (CO)	Hulk Hogan		&nbsp;	Nov 11th 1987	Seattle	Washington
3	Bam Bam Bigelow	def. (pin)	Hercules		&nbsp;	Nov 11th 1987	Seattle	Washington
0	Rick Martel	def. (sub)	Barry Horowitz	03:25	&nbsp;	Oct 28th 1987	Rochester	New York
1	One Man Gang	def. (pin)	Carmine Surace	01:13	&nbsp;	Oct 28th 1987	Rochester	New York
2	Ax	def. (pin)	Omar Atlas	03:04	&nbsp;	Oct 28th 1987	Rochester	New York
3	Bam Bam Bigelow	def. (pin)	Jose Estrada	02:40	&nbsp;	Oct 28th 1987	Rochester	New York
4	Boris Zhukov	def. (pin)	Lanny Poffo	02:41	&nbsp;	Oct 28th 1987	Rochester	New York
5	Brutus Beefcake	def. (pin)	Danny Davis	03:53	&nbsp;	Oct 28th 1987	Rochester	New York
0	Jake Roberts	def. (pin)	Nikolai Volkoff	03:06	&nbsp;	Oct 28th 1987	Rochester	New York
1	Rick Rude	def. (sub)	Brady Boone	01:20	&nbsp;	Oct 28th 1987	Rochester	New York
2	Billy Jack Haynes	def. (sub)	Dave Wagner	02:58	&nbsp;	Oct 28th 1987	Rochester	New York
3	Jim Duggan	def. (pin)	Dusty Wolfe	01:07	&nbsp;	Oct 28th 1987	Rochester	New York
4	Randy Savage	def. (pin)	Rick Oliver	02:28	&nbsp;	Oct 28th 1987	Rochester	New York
0	Bam Bam Bigelow	def. (pin)	Terry Gibbs	01:12	&nbsp;	Oct 28th 1987	Rochester	New York
1	The Ultimate Warrior	def. (pin)	Barry Horowitz	01:51	&nbsp;	Oct 28th 1987	Rochester	New York
2	Davey Boy Smith	def. (DQ)	Dino Bravo	03:14	&nbsp;	Oct 28th 1987	Rochester	New York
3	Haku	def. (pin)	Jerry Allen	02:19	&nbsp;	Oct 28th 1987	Rochester	New York
4	Butch Reed	def. (pin)	Omar Atlas	01:14	&nbsp;	Oct 28th 1987	Rochester	New York
0	Davey Boy Smith	def. (pin)	Dusty Wolfe	03:22	&nbsp;	Oct 27th 1987	Syracuse	New York
1	Rick Rude	def. (sub)	Gary Starr	01:31	&nbsp;	Oct 27th 1987	Syracuse	New York
2	Jim Duggan	def. (pin)	Iron Mike Sharpe	03:03	&nbsp;	Oct 27th 1987	Syracuse	New York
3	One Man Gang	def. (pin)	Dick Flanagan	01:31	&nbsp;	Oct 27th 1987	Syracuse	New York
4	Haku	def. (pin)	Bill Wood	03:39	&nbsp;	Oct 27th 1987	Syracuse	New York
5	Honky Tonk Man	draw (DDQ)	Ricky Steamboat	03:42	&nbsp;	Oct 27th 1987	Syracuse	New York
0	Bam Bam Bigelow	def. (pin)	Gino Carabello	01:17	&nbsp;	Oct 27th 1987	Syracuse	New York
1	Boris Zhukov	def. (pin)	Jerry Allen	01:53	&nbsp;	Oct 27th 1987	Syracuse	New York
2	Paul Orndorff	def. (pin)	Carmine Surace	02:37	&nbsp;	Oct 27th 1987	Syracuse	New York
3	The Ultimate Warrior	def. (pin)	Steve Lombardi	02:07	&nbsp;	Oct 27th 1987	Syracuse	New York
4	Don Muraco	def. (pin)	Dave Wagner	00:46	&nbsp;	Oct 27th 1987	Syracuse	New York
5	Billy Graham	def. (DQ)	Butch Reed	02:25	&nbsp;	Oct 27th 1987	Syracuse	New York
0	Brutus Beefcake	def. (sub)	Virgil		dark &nbsp;	Oct 27th 1987	Syracuse	New York
1	Hulk Hogan	def. (pin)	Killer Khan		dark &nbsp;	Oct 27th 1987	Syracuse	New York
2	Jake Roberts	def. (pin)	Rip Oliver	02:58	&nbsp;	Oct 27th 1987	Syracuse	New York
3	King Kong Bundy	def. (pin)	Pete Lucic	00:50	&nbsp;	Oct 27th 1987	Syracuse	New York
4	Billy Jack Haynes	def. (sub)	Ray Miller	01:08	&nbsp;	Oct 27th 1987	Syracuse	New York
5	Killer Khan	def. (pin)	Kurt Hoffman	01:29	&nbsp;	Oct 27th 1987	Syracuse	New York
6	Rick Martel	def. (sub)	Bret Hart	09:08	&nbsp;	Oct 27th 1987	Syracuse	New York
0	Outback Jack	def. (pin)	Jose Estrada	09:32	&nbsp;	Oct 16th 1987	New York	New York
1	B. Brian Blair	def. (pin)	Dino Bravo	07:33	&nbsp;	Oct 16th 1987	New York	New York
2	Ivan Putski	def. (pin)	Iron Mike Sharpe		&nbsp;	Oct 16th 1987	New York	New York
3	Rick Rude	def. (CO)	Paul Orndorff		&nbsp;	Oct 16th 1987	New York	New York
4	Don Muraco	def. (pin)	Sika	08:20	&nbsp;	Oct 16th 1987	New York	New York
5	Randy Savage	def. (pin)	Killer Khan		&nbsp;	Oct 16th 1987	New York	New York
6	Billy Graham	def.	Butch Reed		steel cage	Oct 16th 1987	New York	New York
7	Billy Jack Haynes	def. (pin)	Nikolai Volkoff	05:27	&nbsp;	Oct 16th 1987	New York	New York
8	Rick Martel	def. (pin)	Haku	10:27	tag (2 out of 3 falls)	Oct 16th 1987	New York	New York
0	Brutus Beefcake	def. (DQ)	Honky Tonk Man	02:04	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
1	Boris Zhukov	def. (pin)	Lanny Poffo	02:41	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
2	Sam Houston	def. (pin)	Rick Renslow	02:12	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
3	Killer Khan	def. (pin)	Chris Curtis	02:08	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
4	B. Brian Blair	def. (pin)	Dino Bravo	03:32	6-person tag	Oct 7th 1987	Green Bay	Wisconsin
0	Randy Savage	def. (pin)	Van Van Horne	02:59	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
1	Ted DiBiase	def. (sub)	Tony Parks	02:55	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
2	Rick Martel	def. (pin)	Steve Lombardi	05:00	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
3	The Ultimate Warrior	def. (pin)	Terry Gibbs	01:38	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
4	Ax	def. (pin)	Chris Zarna	04:05	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
0	Davey Boy Smith	def. (pin)	Brian Costello	04:06	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
1	One Man Gang	def. (pin)	Rick Gantner	02:26	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
2	Jim Duggan	def. (pin)	Barry Horowitz	01:43	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
3	Hercules	def. (sub)	Jim Evans	03:17	&nbsp;	Oct 7th 1987	Green Bay	Wisconsin
0	Ax	def. (pin)	Brady Boone	03:34	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
1	Sam Houston	def. (pin)	Danny Davis	02:14	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
2	Ted DiBiase	def. (sub)	Sivi Afi	03:19	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
3	Bam Bam Bigelow	def.	Bob Orton Jr.	03:47	battle royale	Oct 6th 1987	Milwaukee	Wisconsin
4	Randy Savage	def. (pin)	Shadow #2	01:41	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
0	Honky Tonk Man	def. (DQ)	George Steele	01:54	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
1	Rick Rude	def. (sub)	Mike Richards	01:41	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
2	Davey Boy Smith	def. (pin)	Jose Estrada	03:38	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
3	Harley Race	def. (pin)	Frankie DeFalco	01:24	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
4	Jim Duggan	def. (pin)	Tiger Chung Lee	01:02	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
0	Hulk Hogan	vs.	Killer Khan		dark &nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
1	Brutus Beefcake	def. (sub)	Van Van Horne	03:12	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
2	Dino Bravo	def. (sub)	Rick Gantner	03:01	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
3	Paul Orndorff	def. (pin)	Chris Curtis	02:02	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
4	Haku	def. (pin)	Jim Evans	02:10	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
5	Bam Bam Bigelow	def. (pin)	Rick Renslow	00:55	&nbsp;	Oct 6th 1987	Milwaukee	Wisconsin
0	Randy Savage	def. (DQ)	Honky Tonk Man		&nbsp;	Sep 23rd 1987	Hershey	Pennsylvania
